index,alt,az,dec,local_time,n_id,obj,ra,secz,z
0,62.0579285085,270.384825728,-26.238,2016-11-03 20:14:20.598,2.0,38561326_128672_a,304.73,1.13196210779,27.9420714915
24,47.183700254,1.8102592317,12.5592,2016-11-04 00:27:01.126,3.0,38561326_128672_a,40.8252,1.36325859636,42.816299746
55,47.1280613108,358.244662929,12.6159,2016-11-04 00:37:07.547,4.0,38561326_128672_a,40.874,1.36448693087,42.8719386892
